key,label,description
331,Método de escrutinio,"Véase “Modelos electorales” [Son las alternativas de configuración abstracta de un sistema electoral, que se concretizan para la toma de decisiones de un país, dependiendo del régimen político al que sirvan, las funciones para las cuales se privilegia el sistema electoral y el peso proporcional o mayoritario de la adhesión popular que resulte de esas funciones priorizadas.]. Véase “Sistema electoral” [El sistema electoral se suele definir como aquel mecanismo o fórmula para transformar votos en escaños parlamentarios o cargos de elección popular. Sin embargo, esta definición deja fuera componentes relevantes en virtud de los cuales se construye un sistema electoral que aspire a definir representación o gobernabilidad en el ejercicio del poder político.]."
332,Ministerio público,"Órgano constitucional autónomo y jerarquizado, el cual dirige en forma exclusiva la investigación de hechos constitutivos de delito, los que determinen la participación punible y los que acrediten la inocencia del imputado; asimismo le corresponde la adopción de medidas para proteger a las víctimas y a los testigos. En caso alguno podrá ejercer funciones jurisdiccionales (art. 83; art. 1 LOC MP). Sus principales objetivos son representar ante los Tribunales de Justicia el interés general de la sociedad, mantener la correcta aplicación de la ley y velar por todo lo que interesa al orden público y al Estado [Casarino, 2002: 125]."
333,Ministerios,"Órganos superiores de la Administración del Estado dirigidos por un Ministro, encargados de colaborar con el Presidente de la República en las funciones de gobierno y administración de sus respectivos sectores, en cuyas áreas específicas ejercen sus funciones (art. 22 LOC BGAE, véase “Ministros de Estado”)."
334,Ministro coordinador,"Designación del Presidente de la República recaída en un Ministro de Estado encargado de coordinar intersectorialmente un conjunto de políticas públicas, Ministerios, servicios públicos o sus relaciones con el Congreso Nacional."
335,Ministros de estado,"Colaboradores directos e inmediatos del Presidente de la República en el gobierno y administración del Estado (art. 33). Los Ministros de Estado son responsables de la conducción de sus respectivos Ministerios o Secretarías, en conformidad con las políticas e instrucciones que aquél imparta. Su cargo es de exclusiva confianza del Presidente, manteniéndose en sus puestos mientras cuenten con ella, de ahí que éste, pueda nombrarlos o removerlos a su voluntad (art. 32 Nº 7)."
336,Ministros diplómaticos,"Funcionarios de planta del servicio exterior, que se encuentran ubicados por debajo del embajador, y que comprende a los ministros consejeros o cónsules generales de primera clase, consejeros o cónsules de segunda clase, primeros secretarios o cónsules de primera clase, segundos secretarios o cónsules de segunda clase y terceros secretarios o cónsules de tercera clase, acorde a lo establecido en el Estatuto del Personal de Ministerio de Relaciones Exteriores de 1979, los cuales constituyen lo que la Convención de Viena de 1961 sobre Relaciones Diplomáticas denomina personal de la misión."
337,Moción,Véase “Iniciativa de ley” [Acto jurídico de un sujeto legislador habilitado por la Constitución para ingresar un proyecto de ley en una Cámara de origen determinada y poner en movimiento el proceso de formación de la ley.].
338,Modelos electorales,"Son las alternativas de configuración abstracta de un sistema electoral, que se concretizan para la toma de decisiones de un país, dependiendo del régimen político al que sirvan, las funciones para las cuales se privilegia el sistema electoral y el peso proporcional o mayoritario de la adhesión popular que resulte de esas funciones priorizadas."
339,Modos de adquirir el dominio,"Véase “Derecho de propiedad” [Es la facultad de usar, gozar y disponer de toda clase de bienes corporales e incorporales en el marco de las limitaciones legales derivadas de su función social.]."
340,Monopolio,"En términos genéricos, un monopolio es el “ejercicio exclusivo de una actividad, con el dominio o influencia consiguientes.” (RAE)."
341,Montepíos,"Prestación de seguridad social que consiste en una suma de dinero formado ordinariamente de los descuentos hechos a individuos o miembros (pensionados o afiliados) de un determinado cuerpo u organización (AFP, ex Cajas de Compensación, FFAA, Fuerzas de Orden y Seguridad Pública, Administración Pública, Bomberos, etcétera), o de otras contribuciones de los mismos, para socorrer mutuamente a sus viudas(os), huérfanos (as) o padres, y para otras ayudas."
342,Moral,"Concepto jurídico indeterminado que emplea la Constitución en relación a los límites de ciertos derechos. Sistema normativo complejo de significación plural y análoga que regula y enjuicia los comportamientos humanos, tanto unilaterales como bilaterales, en función de un proceso valorativo que comienza por el elemento interno (intencionalidad) y concluye con el elemento externo (comportamiento exteriorizado) en relación a las diferentes circunstancias (modo, tiempo, lugar, etc.) de su realización. En razón de su finalidad, la moral vincula al hombre en el fuero interno de su conciencia exigiendo así una perfecta adecuación o correspondencia entre el comportamiento externo del sujeto (sumisión u obediencia de la norma) y el animus o voluntad (elemento interno) que impulsa ese comportamiento, que no debe ser otro que el cumplimiento de lo que la norma moral prescribe, en sentido Kantiano [Montoro, 1995: 119-125]. De esta forma, la moral comprende normas de carácter individual y social, las cuales se manifiestan a través de la búsqueda de la perfección moral que cada individuo genera dentro de sí (moral personal); el conjunto de exigencias de orden moral que el grupo social dirige a sus miembros (moral social); y máximas, principios y normas por las que rigen su conducta moral las personas que adhieren a un credo religioso o filosófico (moral religiosa-filosófica) [Squella, 2001: 66]."
343,Municipalidad,"Corporación autónoma de Derecho Público, que forma parte de la Administración del Estado y cuenta con personalidad jurídica y patrimonio propio, cuya finalidad es satisfacer las necesidades de la comunidad local y asegurar su participación en el progreso económico, social y cultural de la comuna (art. 118 inc. 4°). En ella reside la administración local o comunal, y está constituida por el alcalde y el concejo municipal (véase “Alcalde” y “Concejo Municipal”)."
344,Mutación constitucional,"Proceso no reglado o informal de cambio constitucional, para adaptarse a la realidad de hechos que se orientan en un sentido diferente al de la regla escrita, sin alterarla en su tenor literal."
345,Nación,"El TC ha definido este concepto como “[a]quella agrupación de personas, unidas por vínculos materiales y espirituales, que los hace tener conciencia de poseer caracteres comunes que les permite diferenciarse de otros grupos nacionales, y en que los individuos manifiestan y demuestran tener la voluntad de conservar esos lazos de unidad. Se comprenden en este concepto, las generaciones pasadas, presentes y futuras” (STC R. 346-02)."
